model,sample_index,original_dataset_index,label,score,threshold,prediction
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,244,81,1,0.867139274691358,0.35010802469135816,1
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,245,783,1,-1.1121238425925926,0.35010802469135816,0
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,246,939,1,0.8101851851851851,0.35010802469135816,1
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,247,897,1,0.912085262345679,0.35010802469135816,1
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,248,886,1,0.9580922067901234,0.35010802469135816,1
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,249,818,0,0.8622202932098766,0.35010802469135816,1
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,250,267,0,-1.0583526234567902,0.35010802469135816,0
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,251,899,0,0.8993055555555556,0.35010802469135816,1
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,252,881,0,-1.1532600308641976,0.35010802469135816,0
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,253,894,1,0.878954475308642,0.35010802469135816,1
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,254,388,0,-1.122878086419753,0.35010802469135816,0
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,255,782,0,0.8719135802469136,0.35010802469135816,1
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,256,495,1,0.9363425925925926,0.35010802469135816,1
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,257,480,0,-1.1317033179012346,0.35010802469135816,0
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,258,679,0,-1.076099537037037,0.35010802469135816,0
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,259,36,1,0.9755015432098766,0.35010802469135816,1
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,260,963,1,0.9197530864197532,0.35010802469135816,1
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,261,44,1,0.9083236882716048,0.35010802469135816,1
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,262,714,1,0.915991512345679,0.35010802469135816,1
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,263,1047,0,-1.1376350308641976,0.35010802469135816,0
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,264,649,1,0.9229841820987654,0.35010802469135816,1
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,265,509,0,0.8817997685185186,0.35010802469135816,1
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,266,1084,0,0.785059799382716,0.35010802469135816,1
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,267,313,0,-1.1317033179012346,0.35010802469135816,0
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,268,831,0,-1.0779320987654322,0.35010802469135816,0
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,269,518,0,0.972608024691358,0.35010802469135816,1
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,270,620,1,0.925733024691358,0.35010802469135816,1
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,271,914,1,0.9631076388888888,0.35010802469135816,1
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,272,324,1,-1.0984278549382716,0.35010802469135816,0
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,273,285,0,-1.0906153549382716,0.35010802469135816,0
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,274,957,0,0.8738425925925926,0.35010802469135816,1
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,275,54,1,0.8425925925925926,0.35010802469135816,1
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,276,1029,0,-1.1365740740740742,0.35010802469135816,0
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,277,777,1,0.8679591049382716,0.35010802469135816,1
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,278,543,0,0.9285300925925926,0.35010802469135816,1
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,279,513,0,0.935522762345679,0.35010802469135816,1
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,280,157,1,0.9308449074074074,0.35010802469135816,1
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,281,964,1,0.865258487654321,0.35010802469135816,1
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,282,72,0,0.896412037037037,0.35010802469135816,1
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,283,294,0,0.931616512345679,0.35010802469135816,1
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,284,986,1,0.855516975308642,0.35010802469135816,1
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,285,859,1,0.8630883487654322,0.35010802469135816,1
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,286,332,0,-1.1414448302469138,0.35010802469135816,0
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,287,15,0,0.900318287037037,0.35010802469135816,1
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,288,810,1,0.9109278549382716,0.35010802469135816,1
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,289,776,1,0.867091049382716,0.35010802469135816,1
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,290,750,0,0.839891975308642,0.35010802469135816,1
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,291,360,0,-1.0906153549382718,0.35010802469135816,0
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,292,340,0,-1.0956307870370372,0.35010802469135816,0
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,293,253,0,0.7360628858024691,0.35010802469135816,1
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,294,593,1,0.917872299382716,0.35010802469135816,1
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,295,645,1,0.8005401234567902,0.35010802469135816,1
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,296,1050,1,0.861352237654321,0.35010802469135816,1
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,297,354,0,-1.0838638117283952,0.35010802469135816,0
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,298,694,0,0.8455343364197532,0.35010802469135816,1
isolation_forest_plus_quantum_kernel_svc_ibm_hardware_300,299,1006,0,0.8641010802469136,0.35010802469135816,1
