purpose,i,j,model_requested,circuit_index,counts_json,shots_observed
test_kernel,67,2,qksvc,827,"{""0011"": 249, ""0001"": 2, ""1011"": 3, ""0111"": 2}",256
test_kernel,67,3,qksvc,828,"{""0001"": 9, ""0000"": 237, ""0010"": 8, ""1000"": 2}",256
test_kernel,67,4,qksvc,829,"{""0011"": 243, ""0010"": 5, ""0001"": 6, ""1011"": 2}",256
test_kernel,67,5,qksvc,830,"{""0010"": 66, ""0000"": 75, ""0011"": 49, ""0001"": 61, ""1000"": 1, ""1001"": 1, ""0101"": 1, ""1011"": 2}",256
test_kernel,67,6,qksvc,831,"{""0000"": 236, ""0001"": 3, ""0010"": 12, ""1000"": 4, ""0100"": 1}",256
test_kernel,67,7,qksvc,832,"{""0011"": 201, ""0001"": 26, ""1011"": 1, ""1010"": 1, ""0000"": 3, ""0010"": 24}",256
test_kernel,67,8,qksvc,833,"{""0011"": 246, ""1011"": 3, ""0001"": 5, ""0010"": 1, ""0000"": 1}",256
test_kernel,67,9,qksvc,834,"{""0011"": 243, ""1011"": 3, ""0010"": 6, ""0001"": 3, ""1010"": 1}",256
test_kernel,68,0,qksvc,835,"{""0011"": 247, ""0001"": 6, ""0010"": 2, ""1011"": 1}",256
test_kernel,68,1,qksvc,836,"{""0011"": 246, ""1011"": 3, ""0111"": 1, ""0001"": 3, ""0010"": 3}",256
test_kernel,68,2,qksvc,837,"{""0001"": 3, ""0011"": 248, ""0010"": 2, ""1011"": 2, ""0111"": 1}",256
test_kernel,68,3,qksvc,838,"{""0000"": 234, ""0100"": 1, ""0010"": 10, ""0001"": 9, ""1010"": 1, ""1000"": 1}",256
test_kernel,68,4,qksvc,839,"{""0011"": 252, ""0010"": 2, ""0111"": 1, ""0001"": 1}",256
test_kernel,68,5,qksvc,840,"{""0011"": 46, ""0010"": 71, ""0001"": 59, ""0000"": 78, ""1010"": 1, ""0110"": 1}",256
test_kernel,68,6,qksvc,841,"{""0000"": 232, ""0010"": 11, ""1000"": 2, ""0001"": 9, ""0100"": 2}",256
test_kernel,68,7,qksvc,842,"{""0011"": 205, ""0001"": 20, ""0010"": 25, ""1011"": 1, ""0000"": 3, ""1001"": 1, ""0111"": 1}",256
test_kernel,68,8,qksvc,843,"{""0011"": 245, ""1011"": 5, ""0010"": 4, ""1010"": 1, ""0001"": 1}",256
test_kernel,68,9,qksvc,844,"{""0011"": 247, ""1011"": 3, ""0001"": 4, ""0010"": 2}",256
test_kernel,69,0,qksvc,845,"{""0011"": 251, ""0001"": 3, ""1011"": 2}",256
test_kernel,69,1,qksvc,846,"{""0011"": 249, ""0001"": 3, ""0010"": 2, ""1011"": 2}",256
test_kernel,69,2,qksvc,847,"{""0011"": 248, ""0001"": 1, ""1011"": 1, ""0010"": 5, ""0111"": 1}",256
test_kernel,69,3,qksvc,848,"{""0000"": 230, ""0001"": 7, ""0010"": 13, ""1000"": 5, ""0011"": 1}",256
test_kernel,69,4,qksvc,849,"{""0011"": 240, ""0001"": 11, ""0010"": 5}",256
test_kernel,69,5,qksvc,850,"{""0000"": 80, ""0011"": 55, ""0001"": 58, ""0010"": 61, ""1011"": 1, ""0110"": 1}",256
test_kernel,69,6,qksvc,851,"{""0000"": 232, ""0010"": 14, ""0001"": 4, ""0100"": 3, ""1000"": 3}",256
test_kernel,69,7,qksvc,852,"{""0010"": 20, ""0011"": 205, ""0111"": 1, ""0001"": 25, ""1011"": 3, ""0000"": 2}",256
test_kernel,69,8,qksvc,853,"{""0011"": 249, ""0010"": 2, ""1011"": 4, ""0001"": 1}",256
test_kernel,69,9,qksvc,854,"{""0011"": 241, ""0001"": 6, ""0010"": 6, ""1011"": 3}",256
test_kernel,70,0,qksvc,855,"{""0000"": 243, ""0001"": 7, ""0010"": 4, ""0100"": 2}",256
test_kernel,70,1,qksvc,856,"{""0000"": 232, ""0010"": 18, ""0001"": 5, ""1000"": 1}",256
test_kernel,70,2,qksvc,857,"{""0000"": 234, ""0001"": 8, ""0010"": 12, ""1000"": 2}",256
test_kernel,70,3,qksvc,858,"{""0011"": 249, ""0001"": 1, ""1011"": 5, ""0111"": 1}",256
test_kernel,70,4,qksvc,859,"{""0000"": 214, ""0010"": 23, ""0001"": 16, ""1000"": 1, ""1010"": 1, ""0011"": 1}",256
test_kernel,70,5,qksvc,860,"{""0001"": 42, ""0010"": 59, ""0011"": 140, ""0000"": 14, ""1001"": 1}",256
test_kernel,70,6,qksvc,861,"{""0011"": 243, ""0001"": 7, ""0010"": 2, ""1011"": 4}",256
test_kernel,70,7,qksvc,862,"{""0000"": 157, ""1011"": 1, ""0010"": 46, ""0001"": 45, ""0011"": 4, ""1000"": 2, ""1010"": 1}",256
test_kernel,70,8,qksvc,863,"{""0000"": 251, ""0010"": 2, ""0001"": 2, ""1000"": 1}",256
test_kernel,70,9,qksvc,864,"{""0010"": 5, ""0000"": 247, ""1000"": 1, ""0001"": 1, ""0100"": 2}",256
test_kernel,71,0,qksvc,865,"{""0000"": 244, ""0001"": 2, ""0010"": 6, ""0100"": 2, ""1000"": 2}",256
test_kernel,71,1,qksvc,866,"{""0000"": 232, ""0001"": 12, ""0010"": 11, ""1000"": 1}",256
test_kernel,71,2,qksvc,867,"{""0000"": 228, ""0010"": 13, ""0001"": 13, ""0100"": 1, ""0011"": 1}",256
test_kernel,71,3,qksvc,868,"{""0011"": 246, ""0111"": 3, ""1011"": 3, ""0001"": 4}",256
test_kernel,71,4,qksvc,869,"{""0000"": 214, ""0010"": 16, ""1000"": 6, ""0001"": 18, ""0011"": 1, ""0100"": 1}",256
test_kernel,71,5,qksvc,870,"{""0010"": 58, ""0011"": 130, ""0000"": 21, ""0001"": 46, ""1011"": 1}",256
test_kernel,71,6,qksvc,871,"{""0011"": 245, ""0010"": 3, ""0001"": 4, ""1011"": 4}",256
test_kernel,71,7,qksvc,872,"{""0000"": 145, ""0001"": 46, ""0011"": 17, ""0010"": 44, ""1001"": 1, ""0100"": 1, ""1000"": 2}",256
test_kernel,71,8,qksvc,873,"{""0000"": 244, ""1000"": 4, ""0001"": 2, ""0010"": 5, ""0100"": 1}",256
test_kernel,71,9,qksvc,874,"{""0000"": 251, ""0010"": 2, ""1010"": 1, ""1000"": 1, ""0001"": 1}",256
test_kernel,72,0,qksvc,875,"{""0000"": 241, ""0010"": 8, ""1000"": 2, ""0001"": 5}",256
test_kernel,72,1,qksvc,876,"{""0000"": 242, ""0010"": 6, ""1000"": 4, ""0001"": 2, ""0100"": 1, ""1010"": 1}",256
test_kernel,72,2,qksvc,877,"{""0000"": 237, ""0010"": 11, ""0100"": 1, ""0001"": 7}",256
test_kernel,72,3,qksvc,878,"{""0011"": 244, ""0001"": 4, ""1011"": 4, ""0010"": 4}",256
test_kernel,72,4,qksvc,879,"{""0010"": 28, ""0000"": 212, ""0001"": 11, ""1000"": 3, ""0011"": 1, ""0100"": 1}",256
test_kernel,72,5,qksvc,880,"{""0011"": 117, ""0001"": 64, ""0010"": 49, ""0000"": 25, ""1001"": 1}",256
test_kernel,72,6,qksvc,881,"{""0011"": 249, ""0010"": 3, ""0001"": 3, ""1011"": 1}",256
test_kernel,72,7,qksvc,882,"{""0000"": 169, ""0010"": 39, ""0001"": 39, ""0011"": 6, ""1000"": 2, ""1010"": 1}",256
test_kernel,72,8,qksvc,883,"{""0000"": 251, ""0010"": 3, ""1000"": 2}",256
test_kernel,72,9,qksvc,884,"{""0000"": 250, ""1000"": 3, ""0010"": 2, ""0001"": 1}",256
test_kernel,73,0,qksvc,885,"{""0000"": 238, ""1000"": 3, ""0010"": 11, ""0001"": 3, ""0100"": 1}",256
test_kernel,73,1,qksvc,886,"{""0000"": 238, ""0110"": 1, ""0001"": 4, ""0010"": 12, ""1000"": 1}",256
test_kernel,73,2,qksvc,887,"{""0000"": 230, ""0010"": 16, ""0001"": 7, ""1000"": 3}",256
test_kernel,73,3,qksvc,888,"{""0011"": 243, ""0001"": 6, ""1011"": 4, ""0010"": 3}",256
test_kernel,73,4,qksvc,889,"{""0011"": 2, ""0000"": 207, ""0010"": 22, ""0001"": 23, ""1000"": 2}",256
test_kernel,73,5,qksvc,890,"{""0001"": 33, ""0011"": 167, ""0010"": 42, ""0000"": 11, ""1011"": 1, ""0100"": 1, ""1001"": 1}",256
test_kernel,73,6,qksvc,891,"{""0011"": 250, ""1011"": 2, ""0001"": 4}",256
test_kernel,73,7,qksvc,892,"{""0000"": 146, ""0010"": 49, ""0001"": 39, ""0011"": 20, ""0100"": 1, ""1000"": 1}",256
test_kernel,73,8,qksvc,893,"{""0000"": 247, ""0001"": 4, ""0010"": 4, ""1000"": 1}",256
test_kernel,73,9,qksvc,894,"{""0000"": 243, ""0010"": 8, ""1000"": 3, ""0001"": 1, ""1001"": 1}",256
test_kernel,74,0,qksvc,895,"{""0000"": 250, ""0010"": 4, ""1000"": 2}",256
test_kernel,74,1,qksvc,896,"{""0000"": 236, ""0001"": 7, ""0100"": 1, ""0010"": 11, ""1000"": 1}",256
test_kernel,74,2,qksvc,897,"{""0000"": 244, ""0010"": 6, ""0001"": 4, ""0100"": 1, ""1000"": 1}",256
test_kernel,74,3,qksvc,898,"{""0011"": 251, ""0001"": 2, ""0010"": 1, ""0111"": 1, ""1011"": 1}",256
test_kernel,74,4,qksvc,899,"{""0000"": 215, ""0010"": 20, ""0001"": 14, ""1000"": 2, ""0011"": 3, ""1001"": 1, ""1010"": 1}",256
test_kernel,74,5,qksvc,900,"{""0011"": 144, ""0010"": 54, ""0000"": 15, ""0001"": 42, ""1001"": 1}",256
test_kernel,74,6,qksvc,901,"{""0011"": 252, ""0010"": 2, ""0001"": 2}",256
test_kernel,74,7,qksvc,902,"{""0000"": 167, ""0010"": 43, ""0001"": 36, ""0011"": 8, ""0100"": 1, ""0110"": 1}",256
test_kernel,74,8,qksvc,903,"{""0000"": 249, ""1000"": 2, ""0001"": 3, ""0010"": 2}",256
test_kernel,74,9,qksvc,904,"{""0000"": 253, ""0010"": 2, ""1000"": 1}",256
test_kernel,75,0,qksvc,905,"{""0000"": 234, ""0010"": 14, ""0001"": 6, ""1000"": 2}",256
test_kernel,75,1,qksvc,906,"{""0000"": 238, ""0001"": 9, ""1000"": 1, ""1001"": 1, ""0100"": 2, ""0010"": 5}",256
test_kernel,75,2,qksvc,907,"{""0000"": 232, ""0001"": 8, ""1000"": 2, ""0010"": 13, ""0011"": 1}",256
test_kernel,75,3,qksvc,908,"{""0011"": 249, ""0001"": 1, ""0010"": 3, ""1011"": 2, ""0111"": 1}",256
test_kernel,75,4,qksvc,909,"{""0000"": 208, ""0001"": 27, ""0010"": 20, ""0011"": 1}",256
test_kernel,75,5,qksvc,910,"{""0011"": 137, ""0000"": 13, ""0010"": 48, ""0001"": 56, ""1010"": 1, ""1011"": 1}",256
test_kernel,75,6,qksvc,911,"{""0010"": 1, ""0001"": 4, ""0011"": 250, ""1011"": 1}",256
test_kernel,75,7,qksvc,912,"{""0000"": 141, ""0010"": 43, ""0011"": 15, ""0001"": 56, ""0100"": 1}",256
test_kernel,75,8,qksvc,913,"{""0000"": 249, ""0010"": 3, ""0001"": 2, ""1000"": 1, ""0100"": 1}",256
test_kernel,75,9,qksvc,914,"{""0000"": 248, ""0010"": 6, ""0100"": 1, ""1000"": 1}",256
test_kernel,76,0,qksvc,915,"{""0001"": 5, ""0010"": 9, ""0000"": 240, ""1000"": 1, ""0100"": 1}",256
test_kernel,76,1,qksvc,916,"{""0000"": 231, ""0011"": 1, ""0010"": 15, ""0100"": 3, ""1000"": 3, ""0001"": 3}",256
test_kernel,76,2,qksvc,917,"{""0001"": 5, ""0000"": 235, ""0100"": 2, ""0110"": 1, ""0010"": 13}",256
test_kernel,76,3,qksvc,918,"{""0011"": 249, ""1011"": 2, ""0010"": 2, ""0001"": 3}",256
test_kernel,76,4,qksvc,919,"{""0000"": 216, ""0100"": 1, ""0010"": 20, ""0001"": 15, ""1000"": 1, ""0011"": 2, ""1010"": 1}",256
test_kernel,76,5,qksvc,920,"{""0011"": 139, ""0001"": 48, ""0010"": 45, ""0000"": 22, ""1010"": 1, ""1011"": 1}",256
test_kernel,76,6,qksvc,921,"{""0011"": 248, ""0001"": 3, ""1011"": 1, ""0010"": 4}",256
test_kernel,76,7,qksvc,922,"{""0000"": 146, ""0010"": 55, ""0001"": 39, ""0011"": 14, ""1001"": 2}",256
test_kernel,76,8,qksvc,923,"{""0000"": 247, ""1000"": 3, ""0010"": 5, ""0001"": 1}",256
test_kernel,76,9,qksvc,924,"{""0000"": 250, ""0010"": 5, ""1000"": 1}",256
test_kernel,77,0,qksvc,925,"{""0000"": 243, ""0010"": 5, ""0001"": 8}",256
test_kernel,77,1,qksvc,926,"{""0000"": 240, ""0001"": 9, ""0010"": 6, ""1000"": 1}",256
test_kernel,77,2,qksvc,927,"{""0000"": 238, ""0010"": 7, ""0001"": 7, ""0100"": 1, ""1010"": 1, ""1000"": 1, ""0011"": 1}",256
test_kernel,77,3,qksvc,928,"{""0011"": 245, ""0010"": 5, ""0001"": 5, ""1011"": 1}",256
test_kernel,77,4,qksvc,929,"{""0000"": 217, ""0011"": 2, ""0001"": 18, ""0010"": 18, ""1000"": 1}",256
test_kernel,77,5,qksvc,930,"{""0011"": 137, ""0001"": 54, ""0000"": 21, ""0010"": 41, ""1011"": 1, ""1010"": 1, ""1000"": 1}",256
test_kernel,77,6,qksvc,931,"{""0011"": 251, ""1011"": 2, ""0010"": 2, ""0101"": 1}",256
test_kernel,77,7,qksvc,932,"{""0010"": 46, ""0001"": 45, ""0000"": 144, ""0011"": 18, ""1000"": 1, ""0100"": 1, ""0110"": 1}",256
test_kernel,77,8,qksvc,933,"{""0000"": 252, ""1000"": 1, ""0010"": 3}",256
test_kernel,77,9,qksvc,934,"{""0000"": 242, ""0010"": 11, ""1000"": 2, ""0001"": 1}",256
test_kernel,78,0,qksvc,935,"{""0000"": 248, ""0010"": 4, ""0001"": 2, ""1000"": 1, ""0100"": 1}",256
test_kernel,78,1,qksvc,936,"{""0000"": 244, ""0010"": 7, ""0001"": 4, ""0100"": 1}",256
test_kernel,78,2,qksvc,937,"{""0000"": 237, ""0010"": 6, ""0001"": 9, ""0100"": 1, ""1000"": 3}",256
test_kernel,78,3,qksvc,938,"{""0001"": 2, ""0011"": 250, ""0111"": 1, ""0010"": 2, ""1011"": 1}",256
test_kernel,78,4,qksvc,939,"{""0000"": 215, ""0010"": 20, ""0001"": 18, ""1000"": 2, ""0011"": 1}",256
test_kernel,78,5,qksvc,940,"{""0011"": 125, ""0010"": 51, ""0000"": 18, ""0001"": 59, ""1010"": 1, ""1011"": 2}",256
test_kernel,78,6,qksvc,941,"{""0011"": 246, ""0010"": 4, ""1011"": 4, ""0001"": 2}",256
test_kernel,78,7,qksvc,942,"{""0000"": 152, ""0001"": 34, ""0010"": 54, ""0011"": 14, ""0101"": 1, ""0100"": 1}",256
test_kernel,78,8,qksvc,943,"{""0000"": 246, ""0100"": 1, ""0010"": 4, ""1000"": 4, ""0001"": 1}",256
test_kernel,78,9,qksvc,944,"{""0000"": 249, ""0100"": 3, ""0001"": 2, ""0010"": 2}",256
test_kernel,79,0,qksvc,945,"{""0000"": 234, ""0001"": 4, ""0010"": 17, ""1000"": 1}",256
test_kernel,79,1,qksvc,946,"{""0000"": 240, ""0001"": 6, ""0010"": 9, ""0100"": 1}",256
test_kernel,79,2,qksvc,947,"{""0000"": 219, ""0001"": 14, ""0010"": 21, ""0101"": 1, ""0100"": 1}",256
test_kernel,79,3,qksvc,948,"{""0011"": 246, ""0001"": 6, ""1011"": 3, ""0010"": 1}",256
test_kernel,79,4,qksvc,949,"{""0000"": 211, ""0001"": 17, ""0010"": 24, ""1000"": 2, ""0011"": 2}",256
test_kernel,79,5,qksvc,950,"{""0010"": 48, ""0011"": 143, ""0000"": 22, ""0001"": 41, ""1011"": 1, ""1000"": 1}",256
test_kernel,79,6,qksvc,951,"{""0011"": 250, ""0111"": 2, ""0001"": 2, ""1011"": 2}",256
test_kernel,79,7,qksvc,952,"{""0010"": 40, ""0000"": 151, ""0001"": 52, ""0011"": 10, ""1000"": 1, ""1001"": 1, ""1011"": 1}",256
test_kernel,79,8,qksvc,953,"{""0000"": 240, ""0010"": 7, ""1000"": 4, ""0001"": 4, ""1010"": 1}",256
test_kernel,79,9,qksvc,954,"{""0000"": 247, ""0010"": 4, ""0001"": 2, ""0100"": 1, ""1000"": 2}",256
test_kernel,80,0,qksvc,955,"{""0011"": 251, ""1011"": 3, ""0010"": 1, ""0001"": 1}",256
test_kernel,80,1,qksvc,956,"{""0011"": 246, ""0111"": 1, ""0010"": 2, ""0001"": 6, ""1011"": 1}",256
test_kernel,80,2,qksvc,957,"{""0011"": 248, ""0001"": 6, ""1011"": 2}",256
test_kernel,80,3,qksvc,958,"{""0000"": 237, ""0010"": 8, ""0001"": 9, ""1000"": 2}",256
test_kernel,80,4,qksvc,959,"{""0011"": 237, ""0010"": 12, ""0001"": 6, ""0111"": 1}",256
test_kernel,80,5,qksvc,960,"{""0010"": 56, ""0011"": 61, ""0000"": 80, ""0001"": 56, ""1010"": 1, ""1001"": 2}",256
test_kernel,80,6,qksvc,961,"{""0000"": 235, ""0001"": 10, ""0010"": 10, ""0100"": 1}",256
test_kernel,80,7,qksvc,962,"{""0011"": 205, ""0001"": 22, ""0010"": 23, ""1011"": 6}",256
test_kernel,80,8,qksvc,963,"{""0011"": 244, ""1011"": 2, ""0001"": 5, ""0010"": 4, ""0111"": 1}",256
test_kernel,80,9,qksvc,964,"{""0011"": 251, ""1011"": 1, ""0001"": 2, ""0010"": 1, ""0111"": 1}",256
test_kernel,81,0,qksvc,965,"{""0000"": 241, ""0001"": 7, ""0010"": 7, ""1000"": 1}",256
test_kernel,81,1,qksvc,966,"{""0000"": 237, ""1000"": 4, ""0010"": 10, ""0001"": 4, ""1001"": 1}",256
test_kernel,81,2,qksvc,967,"{""0000"": 237, ""1000"": 1, ""0001"": 9, ""0010"": 9}",256
test_kernel,81,3,qksvc,968,"{""0011"": 246, ""0001"": 8, ""0010"": 1, ""1011"": 1}",256
test_kernel,81,4,qksvc,969,"{""0010"": 28, ""0000"": 214, ""0001"": 11, ""1000"": 2, ""0011"": 1}",256
test_kernel,81,5,qksvc,970,"{""0011"": 141, ""0010"": 47, ""0001"": 56, ""0000"": 10, ""1011"": 2}",256
test_kernel,81,6,qksvc,971,"{""0011"": 250, ""0111"": 1, ""0001"": 3, ""1011"": 1, ""0010"": 1}",256
test_kernel,81,7,qksvc,972,"{""0000"": 155, ""0001"": 42, ""0010"": 48, ""0011"": 10, ""1001"": 1}",256
test_kernel,81,8,qksvc,973,"{""0000"": 243, ""0001"": 4, ""0010"": 8, ""1000"": 1}",256
test_kernel,81,9,qksvc,974,"{""0000"": 244, ""0001"": 5, ""0010"": 5, ""1000"": 2}",256
test_kernel,82,0,qksvc,975,"{""0000"": 241, ""0010"": 7, ""0001"": 6, ""0100"": 1, ""1000"": 1}",256
test_kernel,82,1,qksvc,976,"{""0000"": 245, ""0010"": 4, ""0001"": 3, ""1100"": 1, ""1000"": 2, ""0011"": 1}",256
test_kernel,82,2,qksvc,977,"{""0000"": 243, ""0010"": 7, ""1000"": 1, ""0001"": 4, ""0100"": 1}",256
test_kernel,82,3,qksvc,978,"{""0001"": 4, ""0011"": 249, ""1011"": 3}",256
test_kernel,82,4,qksvc,979,"{""0000"": 225, ""0001"": 11, ""0010"": 18, ""0011"": 2}",256
test_kernel,82,5,qksvc,980,"{""0011"": 131, ""0001"": 49, ""0010"": 61, ""0000"": 14, ""1011"": 1}",256
test_kernel,82,6,qksvc,981,"{""0011"": 249, ""0010"": 2, ""1011"": 1, ""0001"": 4}",256
test_kernel,82,7,qksvc,982,"{""0000"": 165, ""0011"": 11, ""0001"": 35, ""0010"": 38, ""0100"": 2, ""1000"": 1, ""1001"": 1, ""1010"": 3}",256
test_kernel,82,8,qksvc,983,"{""0000"": 249, ""0100"": 1, ""1000"": 4, ""0010"": 2}",256
test_kernel,82,9,qksvc,984,"{""0000"": 247, ""0010"": 3, ""1000"": 2, ""0100"": 2, ""0001"": 2}",256
test_kernel,83,0,qksvc,985,"{""0011"": 248, ""1011"": 1, ""0001"": 4, ""0111"": 1, ""0010"": 2}",256
test_kernel,83,1,qksvc,986,"{""0011"": 247, ""0001"": 4, ""0010"": 5}",256
test_kernel,83,2,qksvc,987,"{""1011"": 3, ""0011"": 248, ""0001"": 2, ""0010"": 2, ""0111"": 1}",256
test_kernel,83,3,qksvc,988,"{""0000"": 242, ""0001"": 7, ""0010"": 4, ""1000"": 2, ""0011"": 1}",256
test_kernel,83,4,qksvc,989,"{""0011"": 247, ""0001"": 8, ""1011"": 1}",256
test_kernel,83,5,qksvc,990,"{""0000"": 85, ""0011"": 51, ""0010"": 62, ""0001"": 55, ""0100"": 1, ""1011"": 1, ""1010"": 1}",256
test_kernel,83,6,qksvc,991,"{""1000"": 1, ""0000"": 230, ""0010"": 14, ""0001"": 9, ""0100"": 1, ""0011"": 1}",256
test_kernel,83,7,qksvc,992,"{""0011"": 205, ""0010"": 19, ""0001"": 27, ""0000"": 3, ""1011"": 1, ""0111"": 1}",256
test_kernel,83,8,qksvc,993,"{""0011"": 248, ""0001"": 3, ""0010"": 3, ""1011"": 2}",256
test_kernel,83,9,qksvc,994,"{""0011"": 242, ""0001"": 6, ""1011"": 3, ""0010"": 5}",256
test_kernel,84,0,qksvc,995,"{""0010"": 10, ""0000"": 239, ""0001"": 5, ""1000"": 2}",256
test_kernel,84,1,qksvc,996,"{""0100"": 3, ""0000"": 236, ""1000"": 1, ""0010"": 5, ""0001"": 10, ""0011"": 1}",256
test_kernel,84,2,qksvc,997,"{""0000"": 231, ""0001"": 6, ""0010"": 13, ""0011"": 2, ""1000"": 3, ""0100"": 1}",256
test_kernel,84,3,qksvc,998,"{""0011"": 251, ""0010"": 2, ""1011"": 2, ""0001"": 1}",256
test_kernel,84,4,qksvc,999,"{""0000"": 207, ""0010"": 20, ""0011"": 4, ""0001"": 21, ""0110"": 1, ""1010"": 1, ""1000"": 2}",256
test_kernel,84,5,qksvc,1000,"{""0010"": 58, ""0000"": 16, ""0011"": 142, ""0001"": 39, ""1011"": 1}",256
test_kernel,84,6,qksvc,1001,"{""0011"": 248, ""0001"": 3, ""1011"": 1, ""1010"": 1, ""0010"": 2, ""0111"": 1}",256
test_kernel,84,7,qksvc,1002,"{""0010"": 49, ""0001"": 47, ""0000"": 141, ""0011"": 17, ""1010"": 1, ""1000"": 1}",256
test_kernel,84,8,qksvc,1003,"{""0000"": 247, ""0010"": 6, ""0100"": 1, ""0001"": 1, ""1000"": 1}",256
test_kernel,84,9,qksvc,1004,"{""0000"": 250, ""0010"": 5, ""0001"": 1}",256
test_kernel,85,0,qksvc,1005,"{""0011"": 249, ""0001"": 3, ""1011"": 3, ""0010"": 1}",256
test_kernel,85,1,qksvc,1006,"{""0011"": 249, ""1011"": 3, ""0010"": 3, ""0001"": 1}",256
test_kernel,85,2,qksvc,1007,"{""0011"": 248, ""0010"": 2, ""1011"": 1, ""0001"": 4, ""0111"": 1}",256
test_kernel,85,3,qksvc,1008,"{""0000"": 230, ""0100"": 1, ""0010"": 15, ""0001"": 9, ""0011"": 1}",256
test_kernel,85,4,qksvc,1009,"{""0011"": 242, ""0010"": 6, ""0001"": 7, ""0111"": 1}",256
test_kernel,85,5,qksvc,1010,"{""0000"": 85, ""0011"": 47, ""0001"": 59, ""0010"": 63, ""1000"": 2}",256
test_kernel,85,6,qksvc,1011,"{""0000"": 232, ""1000"": 2, ""0001"": 9, ""0010"": 12, ""0100"": 1}",256
test_kernel,85,7,qksvc,1012,"{""0010"": 25, ""0000"": 5, ""0011"": 195, ""0001"": 23, ""1011"": 5, ""0111"": 2, ""1000"": 1}",256
test_kernel,85,8,qksvc,1013,"{""0011"": 250, ""0001"": 4, ""0010"": 1, ""1011"": 1}",256
test_kernel,85,9,qksvc,1014,"{""0011"": 246, ""0001"": 7, ""0010"": 2, ""0101"": 1}",256
test_kernel,86,0,qksvc,1015,"{""0000"": 237, ""0001"": 9, ""0010"": 8, ""1000"": 1, ""0100"": 1}",256
test_kernel,86,1,qksvc,1016,"{""0000"": 236, ""0001"": 9, ""0010"": 10, ""0100"": 1}",256
test_kernel,86,2,qksvc,1017,"{""0000"": 234, ""0001"": 9, ""0010"": 12, ""1000"": 1}",256
test_kernel,86,3,qksvc,1018,"{""0011"": 246, ""1011"": 3, ""0001"": 6, ""0010"": 1}",256
test_kernel,86,4,qksvc,1019,"{""0000"": 200, ""0001"": 18, ""0010"": 33, ""0011"": 3, ""1000"": 2}",256
test_kernel,86,5,qksvc,1020,"{""0011"": 140, ""0001"": 51, ""0000"": 8, ""0010"": 55, ""1011"": 1, ""1010"": 1}",256
test_kernel,86,6,qksvc,1021,"{""0011"": 254, ""0001"": 1, ""0111"": 1}",256
test_kernel,86,7,qksvc,1022,"{""0000"": 148, ""0001"": 47, ""0010"": 50, ""0011"": 10, ""1000"": 1}",256
test_kernel,86,8,qksvc,1023,"{""0000"": 247, ""0001"": 3, ""0010"": 3, ""1000"": 2, ""0100"": 1}",256
test_kernel,86,9,qksvc,1024,"{""0000"": 243, ""0001"": 5, ""0010"": 6, ""0100"": 1, ""1000"": 1}",256
test_kernel,87,0,qksvc,1025,"{""0011"": 246, ""0111"": 3, ""0010"": 2, ""0001"": 3, ""1011"": 2}",256
test_kernel,87,1,qksvc,1026,"{""0011"": 247, ""0010"": 2, ""0001"": 3, ""1011"": 3, ""0111"": 1}",256
test_kernel,87,2,qksvc,1027,"{""0011"": 248, ""1011"": 3, ""0001"": 3, ""0010"": 2}",256
test_kernel,87,3,qksvc,1028,"{""0000"": 238, ""0001"": 6, ""1000"": 5, ""0010"": 6, ""0100"": 1}",256
test_kernel,87,4,qksvc,1029,"{""0011"": 241, ""1011"": 8, ""0001"": 3, ""0010"": 4}",256
test_kernel,87,5,qksvc,1030,"{""0001"": 61, ""0000"": 84, ""0011"": 45, ""0010"": 62, ""0100"": 1, ""1001"": 3}",256
test_kernel,87,6,qksvc,1031,"{""0000"": 233, ""0010"": 14, ""1001"": 1, ""0001"": 5, ""0100"": 2, ""1010"": 1}",256
test_kernel,87,7,qksvc,1032,"{""0011"": 211, ""0000"": 2, ""0010"": 18, ""0001"": 19, ""0110"": 1, ""0111"": 1, ""1011"": 3, ""0101"": 1}",256
test_kernel,87,8,qksvc,1033,"{""0011"": 241, ""0001"": 4, ""1011"": 3, ""0010"": 6, ""0111"": 2}",256
test_kernel,87,9,qksvc,1034,"{""0011"": 243, ""0010"": 2, ""0001"": 4, ""1011"": 5, ""0111"": 2}",256
test_kernel,88,0,qksvc,1035,"{""0000"": 247, ""0010"": 3, ""0001"": 4, ""0100"": 1, ""1000"": 1}",256
test_kernel,88,1,qksvc,1036,"{""0000"": 237, ""0001"": 7, ""0010"": 8, ""0100"": 1, ""1000"": 3}",256
test_kernel,88,2,qksvc,1037,"{""0000"": 239, ""0001"": 4, ""1100"": 1, ""1010"": 1, ""1000"": 2, ""0010"": 8, ""0011"": 1}",256
test_kernel,88,3,qksvc,1038,"{""0011"": 251, ""1011"": 2, ""0010"": 1, ""0111"": 1, ""0001"": 1}",256
test_kernel,88,4,qksvc,1039,"{""0000"": 210, ""0001"": 15, ""0010"": 24, ""1000"": 3, ""1100"": 1, ""0011"": 1, ""0100"": 1, ""1010"": 1}",256
test_kernel,88,5,qksvc,1040,"{""0011"": 144, ""0001"": 47, ""0010"": 45, ""0000"": 16, ""1010"": 2, ""1001"": 1, ""1011"": 1}",256
test_kernel,88,6,qksvc,1041,"{""0011"": 248, ""0010"": 4, ""1011"": 3, ""0001"": 1}",256
