model,sample_index,original_dataset_index,label,score,threshold,prediction
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",224,773,0,0.931712962962963,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",225,754,0,0.843701774691358,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",226,148,0,-1.0750385802469136,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",227,788,1,0.87890625,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",228,784,1,0.878809799382716,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",229,552,0,0.9227430555555556,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",230,650,0,0.8426408179012346,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",231,359,0,-1.0985243055555558,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",232,372,0,0.913966049382716,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",233,320,1,0.9130015432098766,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",234,206,1,0.876977237654321,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",235,870,0,-1.0818865740740742,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",236,1086,1,0.8994502314814814,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",237,826,1,0.8584587191358024,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",238,382,0,-1.0506847993827162,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",239,771,1,0.8455343364197532,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",240,288,0,0.91796875,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",241,959,0,-1.0641878858024691,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",242,337,1,0.8552276234567902,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",243,169,1,0.8896604938271606,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",244,81,1,0.867139274691358,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",245,783,1,-1.1121238425925926,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",246,939,1,0.8101851851851851,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",247,897,1,0.912085262345679,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",248,886,1,0.9580922067901234,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",249,818,0,0.8622202932098766,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",250,267,0,-1.0583526234567902,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",251,899,0,0.8993055555555556,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",252,881,0,-1.1532600308641976,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",253,894,1,0.878954475308642,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",254,388,0,-1.122878086419753,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",255,782,0,0.8719135802469136,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",256,495,1,0.9363425925925926,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",257,480,0,-1.1317033179012346,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",258,679,0,-1.076099537037037,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",259,36,1,0.9755015432098766,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",260,963,1,0.9197530864197532,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",261,44,1,0.9083236882716048,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",262,714,1,0.915991512345679,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",263,1047,0,-1.1376350308641976,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",264,649,1,0.9229841820987654,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",265,509,0,0.8817997685185186,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",266,1084,0,0.785059799382716,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",267,313,0,-1.1317033179012346,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",268,831,0,-1.0779320987654322,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",269,518,0,0.972608024691358,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",270,620,1,0.925733024691358,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",271,914,1,0.9631076388888888,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",272,324,1,-1.0984278549382716,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",273,285,0,-1.0906153549382716,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",274,957,0,0.8738425925925926,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",275,54,1,0.8425925925925926,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",276,1029,0,-1.1365740740740742,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",277,777,1,0.8679591049382716,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",278,543,0,0.9285300925925926,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",279,513,0,0.935522762345679,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",280,157,1,0.9308449074074074,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",281,964,1,0.865258487654321,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",282,72,0,0.896412037037037,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",283,294,0,0.931616512345679,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",284,986,1,0.855516975308642,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",285,859,1,0.8630883487654322,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",286,332,0,-1.1414448302469138,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",287,15,0,0.900318287037037,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",288,810,1,0.9109278549382716,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",289,776,1,0.867091049382716,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",290,750,0,0.839891975308642,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",291,360,0,-1.0906153549382718,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",292,340,0,-1.0956307870370372,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",293,253,0,0.7360628858024691,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",294,593,1,0.917872299382716,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",295,645,1,0.8005401234567902,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",296,1050,1,0.861352237654321,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",297,354,0,-1.0838638117283952,0.3501080246913581,0
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",298,694,0,0.8455343364197532,0.3501080246913581,1
"Isolation Forest + Quantum Kernel SVC IBM Hardware, 300-sample split test",299,1006,0,0.8641010802469136,0.3501080246913581,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",0,379,0,0.3671875,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",1,237,1,0.6328125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",2,742,0,0.70703125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",3,527,0,0.3203125,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",4,644,0,0.40234375,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",5,945,1,0.6875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",6,438,1,0.6953125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",7,579,0,0.34375,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",8,922,1,0.69140625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",9,352,1,0.6875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",10,624,0,0.3671875,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",11,542,0,0.375,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",12,146,1,0.703125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",13,585,0,0.37890625,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",14,143,0,0.703125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",15,233,1,0.6796875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",16,556,0,0.3359375,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",17,196,0,0.34375,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",18,418,0,0.37109375,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",19,560,1,0.67578125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",20,1005,0,0.69921875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",21,117,1,0.7109375,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",22,250,0,0.6953125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",23,381,1,0.703125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",24,809,0,0.37890625,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",25,456,0,0.65234375,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",26,795,1,0.66015625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",27,21,0,0.70703125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",28,150,1,0.72265625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",29,581,1,0.66015625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",30,230,0,0.37109375,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",31,1026,0,0.60546875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",32,398,0,0.7109375,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",33,634,1,0.69921875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",34,58,0,0.70703125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",35,406,1,0.6875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",36,745,0,0.38671875,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",37,33,0,0.36328125,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",38,704,0,0.7109375,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",39,298,1,0.6875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",40,944,1,0.6796875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",41,113,0,0.75390625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",42,1043,1,0.6953125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",43,175,1,0.69921875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",44,278,0,0.33203125,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",45,891,1,0.6484375,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",46,276,0,0.3671875,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",47,1021,0,0.3671875,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",48,488,0,0.3515625,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",49,673,1,0.69140625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",50,178,1,0.70703125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",51,66,0,0.41796875,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",52,394,1,0.7265625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",53,191,0,0.69921875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",54,10,1,0.734375,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",55,415,0,0.41796875,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",56,442,1,0.7109375,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",57,257,1,0.71484375,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",58,763,1,0.6796875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",59,921,0,0.44140625,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",60,800,0,0.40234375,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",61,348,1,0.671875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",62,701,1,0.76953125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",63,933,1,0.73046875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",64,603,1,0.72265625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",65,781,1,0.71875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",66,145,1,0.6484375,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",67,19,0,0.31640625,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",68,632,1,0.33203125,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",69,37,0,0.3671875,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",70,529,1,0.69140625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",71,392,0,0.69140625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",72,816,1,0.64453125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",73,630,1,0.7265625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",74,901,1,0.6875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",75,759,1,0.70703125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",76,1097,1,0.703125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",77,903,0,0.73828125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",78,282,1,0.70703125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",79,472,1,0.71875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",80,851,0,0.375,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",81,202,1,0.6953125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",82,511,1,0.7109375,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",83,965,0,0.390625,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",84,765,1,0.734375,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",85,29,0,0.359375,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",86,491,1,0.6640625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",87,347,0,0.36328125,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",88,485,1,0.69140625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",89,692,1,0.7109375,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",90,902,0,0.37109375,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",91,461,0,0.3515625,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",92,154,0,0.34375,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",93,409,1,0.70703125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",94,934,1,0.69140625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",95,1074,1,0.6875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",96,1078,0,0.71484375,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",97,1072,1,0.7734375,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",98,569,1,0.6640625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",99,27,1,0.67578125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",100,999,1,0.39453125,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",101,839,0,0.36328125,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",102,60,0,0.68359375,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",103,156,0,0.76953125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",104,550,1,0.6796875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",105,572,1,0.671875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",106,414,1,0.703125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",107,564,1,0.7265625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",108,574,0,0.34375,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",109,602,1,0.69921875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",110,116,0,0.72265625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",111,124,0,0.3671875,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",112,865,1,0.71484375,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",113,657,0,0.65625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",114,1076,1,0.65625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",115,336,1,0.72265625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",116,739,1,0.75390625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",117,234,0,0.37890625,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",118,588,0,0.7734375,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",119,703,1,0.703125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",120,813,1,0.3984375,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",121,597,0,0.44140625,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",122,753,1,0.70703125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",123,587,1,0.70703125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",124,855,1,0.69140625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",125,142,0,0.69140625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",126,995,1,0.765625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",127,449,0,0.734375,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",128,426,1,0.703125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",129,176,1,0.69140625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",130,319,0,0.38671875,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",131,947,1,0.7109375,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",132,30,1,0.71875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",133,866,0,0.7109375,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",134,688,1,0.69140625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",135,711,1,0.69921875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",136,873,0,0.38671875,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",137,937,0,0.69921875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",138,493,1,0.703125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",139,390,1,0.7578125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",140,1098,1,0.68359375,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",141,24,1,0.6875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",142,640,0,0.36328125,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",143,218,1,0.73046875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",144,141,0,0.68359375,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",145,847,1,0.77734375,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",146,500,1,0.69921875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",147,185,0,0.671875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",148,97,1,0.74609375,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",149,325,1,0.671875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",150,403,0,0.72265625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",151,975,0,0.37890625,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",152,430,1,0.67578125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",153,732,1,0.71484375,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",154,67,1,0.70703125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",155,774,1,0.7265625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",156,1051,1,0.74609375,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",157,997,1,0.69921875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",158,1095,0,0.38671875,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",159,79,0,0.73046875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",160,1079,0,0.328125,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",161,252,1,0.74609375,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",162,122,1,0.6796875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",163,626,1,0.64453125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",164,713,1,0.671875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",165,600,0,0.3515625,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",166,996,0,0.390625,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",167,85,0,0.69140625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",168,729,1,0.73828125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",169,13,0,0.6640625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",170,1055,0,0.66015625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",171,935,0,0.75,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",172,764,0,0.3671875,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",173,571,0,0.734375,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",174,524,0,0.671875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",175,323,0,0.328125,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",176,635,0,0.359375,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",177,876,1,0.6796875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",178,94,0,0.6953125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",179,2,0,0.375,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",180,269,0,0.69140625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",181,594,1,0.6953125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",182,1056,1,0.6796875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",183,121,0,0.390625,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",184,318,0,0.33984375,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",185,475,0,0.37890625,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",186,616,0,0.34375,0.508125,0
"Isolation Forest + VQC IBM Hardware, 300-sample split test",187,216,1,0.6953125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",188,506,1,0.66015625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",189,676,1,0.6953125,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",190,1040,0,0.7109375,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",191,582,0,0.69140625,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",192,329,1,0.6875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",193,183,0,0.69921875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",194,1017,0,0.671875,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",195,106,1,0.7109375,0.508125,1
"Isolation Forest + VQC IBM Hardware, 300-sample split test",196,56,0,0.73828125,0.508125,1
