purpose,i,j,model_requested,circuit_index,depth_transpiled,size_transpiled,ops_transpiled
test_vqc,203,-1,vqc,213,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,204,-1,vqc,214,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,205,-1,vqc,215,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,206,-1,vqc,216,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,207,-1,vqc,217,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,208,-1,vqc,218,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,209,-1,vqc,219,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,210,-1,vqc,220,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,211,-1,vqc,221,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,212,-1,vqc,222,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,213,-1,vqc,223,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,214,-1,vqc,224,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,215,-1,vqc,225,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,216,-1,vqc,226,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,217,-1,vqc,227,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,218,-1,vqc,228,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,219,-1,vqc,229,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,220,-1,vqc,230,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,221,-1,vqc,231,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,222,-1,vqc,232,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,223,-1,vqc,233,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,224,-1,vqc,234,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,225,-1,vqc,235,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,226,-1,vqc,236,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,227,-1,vqc,237,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,228,-1,vqc,238,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,229,-1,vqc,239,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,230,-1,vqc,240,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,231,-1,vqc,241,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,232,-1,vqc,242,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,233,-1,vqc,243,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,234,-1,vqc,244,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,235,-1,vqc,245,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,236,-1,vqc,246,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,237,-1,vqc,247,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,238,-1,vqc,248,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,239,-1,vqc,249,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,240,-1,vqc,250,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,241,-1,vqc,251,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,242,-1,vqc,252,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,243,-1,vqc,253,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,244,-1,vqc,254,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,245,-1,vqc,255,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,246,-1,vqc,256,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,247,-1,vqc,257,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,248,-1,vqc,258,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,249,-1,vqc,259,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,250,-1,vqc,260,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,251,-1,vqc,261,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,252,-1,vqc,262,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,253,-1,vqc,263,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,254,-1,vqc,264,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,255,-1,vqc,265,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,256,-1,vqc,266,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,257,-1,vqc,267,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,258,-1,vqc,268,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,259,-1,vqc,269,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,260,-1,vqc,270,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,261,-1,vqc,271,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,262,-1,vqc,272,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,263,-1,vqc,273,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,264,-1,vqc,274,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,265,-1,vqc,275,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,266,-1,vqc,276,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,267,-1,vqc,277,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,268,-1,vqc,278,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,269,-1,vqc,279,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,270,-1,vqc,280,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,271,-1,vqc,281,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,272,-1,vqc,282,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,273,-1,vqc,283,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,274,-1,vqc,284,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,275,-1,vqc,285,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,276,-1,vqc,286,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,277,-1,vqc,287,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,278,-1,vqc,288,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,279,-1,vqc,289,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,280,-1,vqc,290,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,281,-1,vqc,291,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,282,-1,vqc,292,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,283,-1,vqc,293,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,284,-1,vqc,294,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,285,-1,vqc,295,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,286,-1,vqc,296,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,287,-1,vqc,297,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,288,-1,vqc,298,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,289,-1,vqc,299,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,290,-1,vqc,300,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,291,-1,vqc,301,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,292,-1,vqc,302,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,293,-1,vqc,303,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,294,-1,vqc,304,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,295,-1,vqc,305,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,296,-1,vqc,306,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,297,-1,vqc,307,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,298,-1,vqc,308,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
test_vqc,299,-1,vqc,309,28,63,"{'rz': 32, 'sx': 21, 'cz': 6, 'measure': 4, 'barrier': 1}"
